Thread ID: 70174741057220
Total: 664.733650

 %self     total     self     wait    child    calls  name
  0.00      0.01     0.00     0.00     0.01        1  <Module::ActiveSupport::Notifications>#instrumenter (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/notifications.rb:70}
  0.00      0.01     0.00     0.00     0.01     1005  Range#include_with_range? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/range/include_range.rb:10}
  0.00      0.04     0.00     0.00     0.04     1340  Date#civil ((eval):3}
  0.00      0.04     0.00     0.00     0.04     1340  Date#time ((eval):3}
  0.00      0.00     0.00     0.00     0.00     2839  String#to_i (ruby_runtime:0}
  0.00    227.56     0.00     0.00   227.56      315  Object#farm_words (/Users/francis/seer/ssri-seer/core.rb:82}
  0.00      0.00     0.00     0.00     0.00       44  Module#constants (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00     2343  SAXMachine::SAXConfig::ElementConfig#collection? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_element_config.rb:67}
  0.00      0.06     0.00     0.00     0.05      315  ActiveRecord::Associations::JoinDependency::JoinPart#column_names_with_alias (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency/join_part.rb:53}
  0.00      3.74     0.00     0.00     3.74      315  Sanitize#clean_node! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sanitize-2.0.3/lib/sanitize.rb:120}
  0.00      0.02     0.00     0.00     0.02      335  #<Module:0x007fa5a91870a8>#_valid_time? (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:699}
  0.00      0.20     0.00     0.00     0.20      335  Date#feed_utils_to_time (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/feedzirra-0.0.31/lib/feedzirra/core_ext/date.rb:15}
  0.00      0.00     0.00     0.00     0.00     2801  Array#pop (ruby_runtime:0}
  0.00      0.52     0.00     0.00     0.51      315  <Class::Nokogiri::HTML::DocumentFragment>#parse (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/html/document_fragment.rb:8}
  0.00      0.00     0.00     0.00     0.00      485  String#=~ (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.00      670  <Class::Rational>#convert (ruby_runtime:0}
  0.00      0.05     0.00     0.00     0.04      315  Nokogiri::XML::Node#xpath (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/node.rb:145}
  0.00      0.07     0.00     0.00     0.06      645  Set#do_with_enum (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/set.rb:79}
  0.00      0.00     0.00     0.00     0.00      945  Nokogiri::XML::Document#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/document.rb:39}
  0.00      0.03     0.00     0.00     0.03      670  #<Module:0x007fa5a91870a8>#ajd_to_jd (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:502}
  0.00      0.08     0.00     0.00     0.08      323  Kernel#tap (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00     2345  Rational#/ (ruby_runtime:0}
  0.00      0.03     0.00     0.00     0.02      335  #<Module:0x007fa5a91870a8>#_valid_civil? (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:614}
  0.00      0.01     0.00     0.00     0.00      315  ActiveRecord::FinderMethods#apply_join_dependency (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/finder_methods.rb:234}
  0.00      0.33     0.00     0.00     0.33      315  ActiveRecord::FinderMethods#construct_relation_for_association_find (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/finder_methods.rb:229}
  0.00      0.00     0.00     0.00     0.00      315  ActiveRecord::Associations::JoinDependency#build (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency.rb:107}
  0.00      0.01     0.00     0.00     0.01      335  #<Module:0x007fa5a91870a8>#day_fraction_to_time (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:517}
  0.00      0.00     0.00     0.00     0.00     1752  <Class::#<Class:0x007fa5a90c87c0>>#allocate (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      350  String#scan (ruby_runtime:0}
  0.00      0.04     0.00     0.00     0.04      340  <Class::Date>#_parse_eu (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:757}
  0.00      0.00     0.00     0.00     0.00     2775  Fixnum#- (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01      340  <Class::Date>#_parse_day (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:671}
  0.00      0.00     0.00     0.00     0.00     1005  Range#include_without_range? (ruby_runtime:0}
  0.00      0.02     0.00     0.00     0.02      670  Date#jd ((eval):3}
  0.00      0.50     0.00     0.00     0.50      315  <Class::Nokogiri::XML::DocumentFragment>#new (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      563  String#[]= (ruby_runtime:0}
  0.00      0.02     0.00     0.00     0.01      335  Date#emit_w (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:167}
  0.00      0.00     0.00     0.00     0.00      670  Date#initialize (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1138}
  0.00      0.02     0.00     0.00     0.02      670  Date#day_fraction ((eval):3}
  0.00      0.00     0.00     0.00     0.00      945  Kernel#Array (ruby_runtime:0}
  0.00      7.54     0.00     0.00     7.54      315  Sanitize#clean (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sanitize-2.0.3/lib/sanitize.rb:90}
  0.00      0.01     0.00     0.00     0.00      670  <Class::Date>#new! (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      451  String#strip (ruby_runtime:0}
  0.00      1.38     0.00     0.00     1.38      315  ActiveRecord::Validations#save! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/validations.rb:55}
  0.00      0.01     0.00     0.00     0.01     1005  Range#=== (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00     2014  Float#* (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      945  Nokogiri::XML::DocumentFragment#name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/document_fragment.rb:24}
  0.00      0.00     0.00     0.00     0.00      315  Nokogiri::XML::Node#namespaces (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/node.rb:544}
  0.00      0.02     0.00     0.00     0.02      335  Date#emit_n (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:172}
  0.00      0.44     0.00     0.00     0.44      316  ActiveRecord::ConnectionAdapters::DatabaseStatements#select_one (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/database_statements.rb:23}
  0.00      0.00     0.00     0.00     0.00       43  Module#class_eval (ruby_runtime:0}
  0.00      0.60     0.00     0.00     0.60      320  Feedzirra::FeedEntryUtilities#published= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/feedzirra-0.0.31/lib/feedzirra/feed_entry_utilities.rb:25}
  0.00      0.00     0.00     0.00     0.00       24  <Class::Nokogiri::XML::SAX::ParserContext>#memory (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      672  ActiveModel::AttributeMethods::ClassMethods::AttributeMethodMatcher#method_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/attribute_methods.rb:362}
  0.00      0.00     0.00     0.00     0.00      630  ActiveRecord::Associations::JoinDependency::JoinPart#primary_key (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency/join_part.rb:15}
  0.00      0.62     0.00     0.00     0.62      335  Feedzirra::FeedEntryUtilities#parse_datetime (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/feedzirra-0.0.31/lib/feedzirra/feed_entry_utilities.rb:8}
  0.00      0.02     0.00     0.00     0.02      335  Date#emit_z (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:185}
  0.00      0.00     0.00     0.00     0.00      335  Date#new_offset (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1318}
  0.00      0.42     0.00     0.00     0.41      335  <Class::DateTime>#parse (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1734}
  0.00      0.00     0.00     0.00     0.00      384  Module#ancestors (ruby_runtime:0}
  0.00      1.46     0.00     0.00     1.45      315  ActiveRecord::AttributeMethods::Dirty#save! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/dirty.rb:32}
  0.00      0.01     0.00     0.00     0.01      315  ActiveRecord::Associations::JoinDependency::JoinBase#table (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency/join_base.rb:14}
  0.00      0.00     0.00     0.00     0.00      945  Nokogiri::XML::Document#document (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/document.rb:90}
  0.00      0.06     0.00     0.00     0.06      645  Enumerable#each_entry (ruby_runtime:0}
  0.00      0.02     0.00     0.00     0.02      315  ActiveRecord::Associations::JoinDependency::JoinPart#aliased_table (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency/join_part.rb:24}
  0.00      0.00     0.00     0.00     0.00      335  <Class::Date>#rewrite_frags (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:855}
  0.00      2.70     0.00     0.00     2.70      315  ActiveRecord::Associations::CollectionProxy#create! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_proxy.rb:53}
  0.00      0.00     0.00     0.00     0.00      728  String#initialize_copy (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      632  Exception#initialize (ruby_runtime:0}
  0.00      3.27     0.00     0.00     3.27      315  Nokogiri::XML::DocumentFragment#to_html (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/document_fragment.rb:37}
  0.00      0.00     0.00     0.00     0.00      945  SAXMachine::SAXConfig::CollectionConfig#data_class (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_collection_config.rb:32}
  0.00      0.00     0.00     0.00     0.00     1752  #<Class:0x007fa5a90c87c0>#value (ruby_runtime:0}
  0.00      7.66     0.00     0.00     7.66      315  <Class::Sanitize>#clean (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sanitize-2.0.3/lib/sanitize.rb:52}
  0.00      0.01     0.00     0.00     0.01      335  #<Module:0x007fa5a91870a8>#jd_to_ajd (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:513}
  0.00      0.00     0.00     0.00     0.00     1752  #<Class:0x007fa5a90c87c0>#prefix (ruby_runtime:0}
  0.00      0.02     0.00     0.00     0.02      335  <Class::Date>#valid_time_frags? (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1011}
  0.00      0.21     0.00     0.00     0.20      335  Date#feed_utils_to_gm_time (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/feedzirra-0.0.31/lib/feedzirra/core_ext/date.rb:6}
  0.00      0.01     0.00     0.00     0.00      120  ActiveRecord::ConnectionAdapters::SQLiteAdapter#native_database_types (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:161}
  0.00      0.00     0.00     0.00     0.00     1752  #<Class:0x007fa5a90c87c0>#localname (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      630  Feedzirra::FeedEntryUtilities#id (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/feedzirra-0.0.31/lib/feedzirra/feed_entry_utilities.rb:19}
  0.00      0.00     0.00     0.00     0.00     1070  String#[] (ruby_runtime:0}
  0.00      3.26     0.00     0.00     3.26      315  Nokogiri::XML::NodeSet#to_html (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/node_set.rb:275}
  0.00      0.00     0.00     0.00     0.00      630  Nokogiri::XML::Document#root (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00     1005  Rational#== (ruby_runtime:0}
  0.00      0.44     0.00     0.00     0.44      316  ActiveRecord::ConnectionAdapters::DatabaseStatements#select_value (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/database_statements.rb:29}
  0.00      0.12     0.00     0.00     0.12      315  ActiveRecord::Relation#respond_to? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation.rb:97}
  0.00      2.70     0.00     0.00     2.70      315  ActiveRecord::Associations::CollectionAssociation#create! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_association.rb:114}
  0.00      0.01     0.00     0.00     0.01      670  Kernel#Rational (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00     1052  Module#method_added (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      672  ActiveModel::AttributeMethods::ClassMethods#generated_attribute_methods (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/attribute_methods.rb:327}
  0.00      0.17     0.00     0.00     0.17      315  ActiveRecord::Associations::JoinDependency#columns (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency.rb:37}
  0.00      0.00     0.00     0.00     0.00      464  Feedzirra::Parser::RSSEntry#add_categories ((eval):1}
  0.00      0.09     0.00     0.00     0.09       24  Feed(id: integer, url: string, alert: integer, category_id: integer, created_at: datetime, updated_at: datetime)#_run_create_callbacks (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/callbacks.rb:378}
  0.00      0.00     0.00     0.00     0.00       24  Feed(id: integer, url: string, alert: integer, category_id: integer, created_at: datetime, updated_at: datetime)#_run_validate_callbacks (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/callbacks.rb:378}
  0.00      0.00     0.00     0.00     0.00      670  Rational#coerce (ruby_runtime:0}
  0.00      0.07     0.00     0.00     0.06      315  #<Module:0x007fa5a990f3e8>#name= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/write.rb:14}
  0.00      0.00     0.00     0.00     0.00      682  <Class::Feed(id: integer, url: string, alert: integer, category_id: integer, created_at: datetime, updated_at: datetime)>#table_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/attribute_methods.rb:116}
  0.00      0.55     0.00     0.00     0.55        3  IO#each_line (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00     1340  Integer#integer? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      315  ActiveRecord::Associations::JoinDependency::JoinPart#column_names (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency/join_part.rb:15}
  0.00      3.27     0.00     0.00     3.27      315  Method#call (ruby_runtime:0}
  0.00      1.52     0.00     0.00     1.52      315  ActiveRecord::Transactions#save! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/transactions.rb:245}
  0.00      0.00     0.00     0.00     0.00      315  ActiveRecord::Associations::JoinDependency::JoinPart#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency/join_part.rb:18}
  0.00      1.33     0.00     0.00     1.33      315  ActiveRecord::Persistence#save! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/persistence.rb:56}
  0.00      0.00     0.00     0.00     0.00      335  Kernel#throw (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      176  #<Module:0x007fa5a9a14e50>#_created_at (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.00      0.01     0.00     0.00     0.01       42  ActiveRecord::ConnectionAdapters::TableDefinition#column (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/schema_definitions.rb:226}
  0.00      0.00     0.00     0.00     0.00      670  Date#offset (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1316}
  0.00      0.10     0.00     0.00     0.10      335  Date#zone (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1231}
  0.00      0.00     0.00     0.00     0.00      315  ActiveRecord::Associations::JoinDependency#join_associations (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency.rb:29}
  0.00      0.00     0.00     0.00     0.00      176  #<Module:0x007fa5a9a14e50>#_updated_at (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.00      0.00     0.00     0.00     0.00      315  ActiveRecord::Associations::JoinDependency::JoinPart#table_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency/join_part.rb:15}
  0.00      0.00     0.00     0.00     0.00      315  ActiveRecord::Associations::JoinDependency::JoinPart#arel_engine (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency/join_part.rb:15}
  0.00      0.07     0.00     0.00     0.07      315  #<Module:0x007fa5a990f3e8>#id= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/write.rb:14}
  0.00      0.00     0.00     0.00     0.00      308  #<Module:0x007fa5a9a14e50>#_id (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.00      0.00     0.00     0.00     0.00       54  SAXMachine::SAXConfig::ElementConfig#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_element_config.rb:7}
  0.00      0.10     0.00     0.00     0.10      335  DateTime#strftime (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:1281}
  0.00      0.06     0.00     0.00     0.05      315  #<Module:0x007fa5a990f3e8>#content= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/write.rb:14}
  0.00      0.00     0.00     0.00     0.00      315  Nokogiri::XML::XPathContext#register_namespaces (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/xpath_context.rb:7}
  0.00      0.06     0.00     0.00     0.05      315  #<Module:0x007fa5a990f3e8>#url= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/write.rb:14}
  0.00      0.01     0.00     0.00     0.01       39  ActiveRecord::AttributeMethods::Read::ClassMethods#define_read_method (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:64}
  0.00      0.10     0.00     0.00     0.10      335  Date#strftime (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:215}
  0.00      0.00     0.00     0.00     0.00      630  Encoding#name (ruby_runtime:0}
  0.00      0.04     0.00     0.00     0.04      335  Date#year (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1182}
  0.00      0.06     0.00     0.00     0.05      315  #<Module:0x007fa5a990f3e8>#guid= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/write.rb:14}
  0.00      0.06     0.00     0.00     0.06      315  #<Module:0x007fa5a990f3e8>#published_at= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/write.rb:14}
  0.00      0.00     0.00     0.00     0.00      335  #<Module:0x007fa5a91870a8>#time_to_day_fraction (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:529}
  0.00      0.00     0.00     0.00     0.00      670  Fixnum#abs (ruby_runtime:0}
  0.00      0.02     0.00     0.00     0.02      340  Date::Format::Bag#to_hash (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:129}
  0.00      0.00     0.00     0.00     0.00      650  Kernel#instance_of? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      327  <Class::ActiveRecord::Base>#arel_engine (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:908}
  0.00      0.04     0.00     0.00     0.04      335  Date#hour (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1213}
  0.00      0.06     0.00     0.00     0.06      315  #<Module:0x007fa5a990f3e8>#feed_id= (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/write.rb:14}
  0.00      0.00     0.00     0.00     0.00       24  Curl::Multi#add (ruby_runtime:0}
  0.00      0.04     0.00     0.00     0.04      335  <Class::Date>#valid_date_frags? (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:951}
  0.00      0.00     0.00     0.00     0.00      335  Date#min (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1216}
  0.00      0.00     0.00     0.00     0.00      335  Date#sec (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1219}
  0.00      0.00     0.00     0.00     0.00      464  Feedzirra::Parser::RSSEntry#categories ((eval):1}
  0.00      0.00     0.00     0.00     0.00      335  Date#mon (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1192}
  0.00      0.00     0.00     0.00     0.00      315  ActiveRecord::FinderMethods#using_limitable_reflections? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/finder_methods.rb:393}
  0.00      0.00     0.00     0.00     0.00      315  ActiveRecord::Associations::JoinDependency::JoinBase#aliased_table_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/join_dependency/join_base.rb:18}
  0.00      0.00     0.00     0.00     0.00      340  Date::Format::Bag#initialize (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:114}
  0.00      0.47     0.00     0.00     0.46       70  <Class::ActiveRecord::Base>#create (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:504}
  0.00      0.00     0.00     0.00     0.00      335  Date#mday (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date.rb:1195}
  0.00      0.09     0.00     0.00     0.09       24  Feed(id: integer, url: string, alert: integer, category_id: integer, created_at: datetime, updated_at: datetime)#_run_save_callbacks (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/callbacks.rb:378}
  0.00      0.00     0.00     0.00     0.00      315  SAXMachine::SAXConfig::CollectionConfig#accessor (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_collection_config.rb:20}
  0.00      0.00     0.00     0.00     0.00       42  IO#write (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      315  SAXMachine::SAXConfig::CollectionConfig#attrs_match? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sax-machine-0.0.20/lib/sax-machine/sax_collection_config.rb:24}
  0.00      0.01     0.00     0.00     0.01      329  <Class::ActiveRecord::Base>#column_names (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:727}
  0.00      0.00     0.00     0.00     0.00      335  Enumerable#min (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      315  Nokogiri::XML::ParseOptions#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/nokogiri-1.4.7/lib/nokogiri/xml/parse_options.rb:55}
  0.00      0.00     0.00     0.00     0.00      315  Feedzirra::FeedEntryUtilities#published (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/feedzirra-0.0.31/lib/feedzirra/feed_entry_utilities.rb:4}
  0.00      0.00     0.00     0.00     0.00      388  String#empty? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      670  Rational#* (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01      100  <Class::Date>#_parse_iso (/Users/francis/.rvm/rubies/ruby-1.9.2-p290/lib/ruby/1.9.1/date/format.rb:795}
  0.00      0.00     0.00     0.00     0.00      335  Enumerable#max (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      315  Nokogiri::XML::Document#encoding (ruby_runtime:0}
  0.00      0.01     0.00     0.00     0.01       42  ActiveRecord::ConnectionAdapters::ColumnDefinition#to_sql (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/schema_definitions.rb:26}
  0.00      0.00     0.00     0.00     0.00       53  Regexp#match (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      315  Enumerable#none? (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       63  ActiveSupport::Inflector#constantize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/inflector/methods.rb:118}
  0.00      0.00     0.00     0.00     0.00      335  String#rjust (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00       42  ActiveRecord::ConnectionAdapters::Column#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/column.rb:29}
  0.00      0.00     0.00     0.00     0.00      314  <Class::FeedEntry(id: integer, name: string, content: string, url: string, guid: string, published_at: datetime, feed_id: integer, created_at: datetime, updated_at: datetime)>#locking_column (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/attribute_methods.rb:116}
  0.00      0.00     0.00     0.00     0.00      323  Feedzirra::Parser::RSS#entries ((eval):1}
  0.00      0.00     0.00     0.00     0.00       24  <Class::Curl::Easy>#new (ruby_runtime:0}
  0.00      0.00     0.00     0.00     0.00      315  Nokogiri::XML::Document#encoding= (ruby_runtime:0}
